,date,infected,exposed,removed,succeptable,beta
0,2020-02-22,3.342897602151489e-07,1.5878776146098118e-06,5.969460003841944e-08,0.9999980181380251,1.964290214381404
1,2020-02-23,5.133735603304073e-07,2.0176789856040023e-06,1.0745023231347498e-07,0.9999973614972217,3.584729528088864
2,2020-02-24,7.282741204687172e-07,3.569739923763285e-06,1.8078923902159596e-07,0.9999955211967168,2.405164001765774
3,2020-02-25,1.1341974007299694e-06,4.811388440287647e-06,2.848282950493955e-07,0.999993769585864,5.637633535322556
4,2020-02-26,1.6595098810680605e-06,1.051819738545701e-05,4.4685633312547677e-07,0.9999873754364004,3.531392654235468
5,2020-02-27,2.9250354018825528e-06,1.4875906280445003e-05,6.839289362052167e-07,0.9999815151293815,3.0816912462983987
6,2020-02-28,4.632300962981349e-06,2.176466830637507e-05,1.1017907186119525e-06,0.999972501240012,4.4471062486735065
7,2020-02-29,7.079779564556546e-06,3.925520116068622e-05,1.763547337280579e-06,0.9999519014719375,3.070493667677722
8,2020-03-01,1.1676263767514843e-05,5.538469362407541e-05,2.7749434065344333e-06,0.9999301640992019,3.4457583574774606
9,2020-03-02,1.7920318931533518e-05,8.770337615950307e-05,4.442979419570302e-06,0.9998899333254894,0.09423196673475816
10,2020-03-03,2.7889317137949565e-05,7.68628159829677e-05,7.003022421172385e-06,0.9998882448444579,0.6596259370615404
11,2020-03-04,3.488552426245232e-05,8.427688572560204e-05,1.0987206599548447e-05,0.9998698503834124,2.088031049734352
12,2020-03-05,4.19414259869935e-05,0.0001450699201418611,1.5970847939109598e-05,0.999797017805932,0.5306672192697283
13,2020-03-06,5.667405327647542e-05,0.0001465980886983859,2.1962474231333528e-05,0.9997747653837938,0.10517217124439632
14,2020-03-07,6.952033120474329e-05,0.00013161471625909224,3.0058759460250977e-05,0.999768806193076,0.220187480771365
15,2020-03-08,7.839094877045242e-05,0.0001281166003281073,3.999022541516699e-05,0.9997535022254863,1.6507279135515214
16,2020-03-09,8.549460617502432e-05,0.00023918447712380995,5.118892118366751e-05,0.9996241319955175,-0.09038537235584945
17,2020-03-11,0.000107450280069155,0.00019729074296743912,6.340242413801296e-05,0.9996318565528254,0.5483923868416409
18,2020-03-12,0.00012028461907741517,0.00022800960203172988,7.875244879785223e-05,0.999572953330093,0.4517348281816521
19,2020-03-13,0.00013567388696731971,0.000249750381717234,9.593594862539453e-05,0.9995186397826901,0.28713450657506007
20,2020-03-14,0.00015197051277780822,0.0002530096938420181,0.00011531791309588492,0.9994797018802843,0.24715708629341807
21,2020-03-15,0.00016640466706709805,0.0002544065344456033,0.00013702796463978427,0.9994421608338475,0.3569319087760715
22,2020-03-16,0.00017897634983518918,0.0002774247826669833,0.0001608000361629887,0.9993827988313349,0.3067445485624759
23,2020-03-17,0.0001930403976042408,0.0002926588457668034,0.00018636806057139432,0.9993279326960576,0.22724492569040491
24,2020-03-18,0.0002072715902534,0.00029468844996652116,0.00021394523265194336,0.9992840947271281,0.34061258743376965
25,2020-03-19,0.00021975970058143735,0.00032313891230718373,0.00024355543022077332,0.9992135459568906,0.17434077820162253
26,2020-03-20,0.0002345281446309423,0.0003152592024539587,0.0002749496417667357,0.9991752630111483,0.26351825679263075
27,2020-03-21,0.00024606114135836496,0.00033197369564621256,0.0003084536289242782,0.9991135115340711,0.3730276983863782
28,2020-03-22,0.000258334351126264,0.0003762551819629883,0.00034360518539531013,0.9990218052815154,0.3872048187843372
29,2020-03-23,0.00027518016725710593,0.00042243495388666585,0.0003805100557941548,0.998921874823062,0.4310566937233774
30,2020-03-24,0.000296216544310645,0.00048057753143028676,0.00041982146894800317,0.998803384455311,0.37275777674127636
31,2020-03-25,0.00032255380184759565,0.000522208560790852,0.000462138075818589,0.998693099561543,0.45944381735276507
32,2020-03-26,0.0003510758817459524,0.0005956090858765383,0.0005082171442891309,0.9985450978880884,0.37812116893905423
33,2020-03-27,0.0003860091616884355,0.0006430782443629675,0.0005583707915277125,0.9984125418024209,0.29571412324985663
34,2020-03-28,0.00042273327963207114,0.0006651771706719988,0.0006135149023390374,0.9982985746473569,0.3636803047993943
35,2020-03-29,0.0004573680865743621,0.0007236301468477883,0.0006739053104674362,0.9981450964561104,0.29585035525014547
36,2020-03-30,0.0004954054857188429,0.0007553160341966699,0.0007392435432111899,0.9980100349368733,0.2727164608031616
37,2020-03-31,0.0005325355269427399,0.0007822502275381565,0.0008100156846845266,0.9978751985608346,0.25965126334708516
38,2020-04-01,0.0005682090199256993,0.0008084800253513429,0.0008860921124569856,0.997737218842266,0.24068480743232898
39,2020-04-02,0.0006025334149477905,0.000829432816593225,0.0009672647484165112,0.9976007690200425,0.22950176492036203
40,2020-04-03,0.0006349475827686523,0.000848893243252008,0.0010533408644757076,0.9974628183095037,0.22957601331569782
41,2020-04-04,0.0006655112179883231,0.0008730217941524528,0.001144047571307289,0.9973174194165519,0.20625223317975394
42,2020-04-05,0.0006951555563674022,0.0008851994750936327,0.001239120507375447,0.9971805244611636,0.19928737598929133
43,2020-04-06,0.0007223046604648753,0.0008968876623202389,0.001338428344691425,0.9970423793325235,0.20186725927397164
44,2020-04-07,0.000747245064360927,0.0009141393940426692,0.0014416146215714557,0.996897000920025,0.16658882629921512
45,2020-04-08,0.0007710870876162716,0.0009076445912216641,0.0015483638097308647,0.9967729045114312,0.2308344887436637
46,2020-04-09,0.0007905952829088272,0.0009554002994999114,0.0016585189978064623,0.9965954854197848,0.18878815023716236
47,2020-04-10,0.0008141388331639797,0.0009676615590655127,0.0017714610681369687,0.9964467385396335,0.17889268091771315
48,2020-04-11,0.000836070629218095,0.0009745503008668922,0.0018877664994262754,0.9963016125704888,-1.0028217443519527
49,2020-04-12,0.0008558534196708272,0.0,0.0,0.0,0.0
